Price,Locality,Type_of_Property,Subtype_of_Property,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Furnished,Open_fire,Terrace,Terrace_Area,Number_of_Facades,Swimming_Pool,State_of_the_Building
299000,Malle,Apartment,APARTMENT,2,84.0,0,0,0,1.0,11.0,3.0,0,JUST_RENOVATED
325000,Schaarbeek,Apartment,APARTMENT,2,85.0,1,0,0,1.0,2.0,2.0,0,AS_NEW
620000,Antwerpen,Apartment,APARTMENT,2,181.0,1,0,0,1.0,11.0,2.0,0,AS_NEW
839000,Duinbergen,Apartment,APARTMENT,3,160.0,0,0,0,1.0,11.0,2.0,0,GOOD
115000,Frasnes-Lez-Buissenal,Apartment,APARTMENT,2,220.0,0,0,0,1.0,11.0,2.0,0,GOOD
315000,Antwerpen,Apartment,APARTMENT,2,80.0,0,0,0,1.0,10.0,2.0,0,AS_NEW
275000,Deerlijk,Apartment,APARTMENT,3,119.0,0,0,0,1.0,11.0,2.0,0,GOOD
299000,Aalst,Apartment,APARTMENT,3,140.0,0,0,0,1.0,9.0,2.0,0,GOOD
598000,Wetteren,Apartment,APARTMENT,3,150.0,0,0,0,1.0,24.0,2.0,0,AS_NEW
225000,Aalst,Apartment,APARTMENT,2,77.0,0,0,0,1.0,11.0,2.0,0,GOOD
379000,Sint-Amandsberg,Apartment,APARTMENT,2,114.0,0,0,0,1.0,11.0,2.0,0,GOOD
199000,Deurne,Apartment,APARTMENT,2,94.0,0,0,0,1.0,3.0,2.0,0,GOOD
440000,Hove,Apartment,APARTMENT,3,104.0,0,0,0,1.0,24.0,2.0,0,GOOD
415000,Antwerpen,Apartment,APARTMENT,2,102.0,1,0,0,1.0,14.0,2.0,0,AS_NEW
225000,Saint-Josse-Ten-Noode,Apartment,APARTMENT,1,74.0,1,0,0,1.0,11.0,2.0,0,JUST_RENOVATED
235000,Soignies,Apartment,APARTMENT,2,90.0,1,0,0,1.0,10.0,2.0,0,GOOD
495000,Zwijnaarde,Apartment,APARTMENT,4,240.0,0,0,0,1.0,11.0,2.0,0,TO_RENOVATE
460000,Bruxelles,Apartment,DUPLEX,2,130.0,0,0,0,1.0,15.0,2.0,0,GOOD
230000,Saint-Ghislain,Apartment,APARTMENT,3,150.0,1,0,0,1.0,11.0,3.0,0,GOOD
220000,Willebroek,Apartment,DUPLEX,1,88.0,1,0,0,1.0,11.0,2.0,0,GOOD
445000,Ixelles,Apartment,APARTMENT,2,85.0,0,0,0,1.0,1.0,2.0,0,JUST_RENOVATED
199000,Namur,Apartment,APARTMENT,2,85.0,0,0,0,1.0,11.0,2.0,0,GOOD
370000,Antwerpen,Apartment,APARTMENT,2,121.0,1,0,0,1.0,10.0,2.0,0,GOOD
249900,Antwerpen,Apartment,APARTMENT,1,75.0,0,0,0,1.0,11.0,2.0,0,AS_NEW
980000,Uccle,Apartment,PENTHOUSE,2,140.0,1,0,0,1.0,30.0,2.0,0,AS_NEW
389000,Evere,Apartment,APARTMENT,2,86.0,1,1,0,1.0,8.0,2.0,0,AS_NEW
279000,Brussel,Apartment,APARTMENT,1,75.0,0,0,0,1.0,20.0,2.0,0,GOOD
3495000,Knokke-Heist,Apartment,APARTMENT,3,197.0,0,0,0,1.0,11.0,2.0,0,GOOD
895000,Gent,Apartment,APARTMENT,2,120.0,0,0,0,1.0,35.0,2.0,0,GOOD
280000,Willebroek,Apartment,APARTMENT,2,89.0,1,0,0,1.0,14.0,2.0,0,GOOD
365000,Etterbeek,Apartment,APARTMENT,2,81.0,0,0,0,1.0,11.0,2.0,0,GOOD
189000,Mortsel,Apartment,APARTMENT,2,72.0,0,0,0,1.0,11.0,2.0,0,GOOD
215000,Molenbeek-Saint-Jean,Apartment,APARTMENT,2,98.0,0,0,0,1.0,5.0,2.0,0,TO_RENOVATE
175000,Liège,Apartment,APARTMENT,2,66.0,0,0,0,1.0,11.0,2.0,0,GOOD
1295000,Uccle,Apartment,APARTMENT,3,179.0,0,0,0,1.0,36.0,4.0,0,GOOD
215000,Neder-Over-Heembeek,Apartment,APARTMENT,1,70.0,0,0,0,1.0,3.0,2.0,0,GOOD
1845000,Knokke-Heist,Apartment,DUPLEX,3,145.0,1,0,0,1.0,20.0,2.0,0,AS_NEW
215000,Gent,Apartment,FLAT_STUDIO,1,34.0,0,0,0,1.0,11.0,2.0,0,GOOD
495000,Elsene,Apartment,APARTMENT,2,89.0,0,1,0,1.0,15.0,2.0,0,GOOD
179900,Liège,Apartment,APARTMENT,2,91.0,0,0,0,1.0,11.0,2.0,0,TO_BE_DONE_UP
195000,Molenbeek-Saint-Jean,Apartment,DUPLEX,3,109.0,0,0,0,1.0,11.0,2.0,0,TO_RENOVATE
280000,Zelzate,Apartment,APARTMENT,3,102.0,0,0,0,1.0,1.0,2.0,0,GOOD
275000,Schaarbeek,Apartment,APARTMENT,2,85.0,1,0,0,1.0,18.0,2.0,0,AS_NEW
260000,Houffalize,Apartment,APARTMENT,2,88.0,0,0,0,1.0,60.0,2.0,0,GOOD
248000,Merksem,Apartment,APARTMENT,2,85.0,0,0,0,1.0,3.0,2.0,0,GOOD
215000,Stabroek,Apartment,APARTMENT,2,94.0,0,0,0,1.0,11.0,2.0,0,GOOD
235000,Denderleeuw,Apartment,APARTMENT,2,78.0,0,0,0,1.0,5.0,4.0,0,GOOD
197500,Wevelgem,Apartment,APARTMENT,1,54.0,0,0,0,1.0,22.0,2.0,0,GOOD
725000,Tervuren,Apartment,PENTHOUSE,2,113.0,1,0,0,1.0,61.0,4.0,0,GOOD
315000,Anderlecht,Apartment,APARTMENT,3,120.0,1,0,0,1.0,8.0,2.0,0,AS_NEW
235000,Vilvoorde,Apartment,APARTMENT,2,85.0,0,0,0,1.0,8.0,2.0,0,TO_BE_DONE_UP
245000,Antwerpen Wilrijk,Apartment,APARTMENT,3,118.0,0,0,0,1.0,8.0,3.0,0,GOOD
100000,Huy,Apartment,APARTMENT,2,91.0,0,0,0,1.0,11.0,2.0,0,TO_BE_DONE_UP
200000,Jodoigne,Apartment,APARTMENT,2,82.0,0,0,0,1.0,11.0,3.0,0,GOOD
281606,Mechelen,Apartment,APARTMENT,1,59.0,1,0,0,1.0,5.0,2.0,0,GOOD
185000,Hoboken,Apartment,APARTMENT,3,90.0,0,0,0,1.0,5.0,3.0,0,GOOD
399000,Maaseik,Apartment,APARTMENT,2,184.0,0,0,0,1.0,44.0,2.0,0,AS_NEW
365000,Begijnendijk,Apartment,APARTMENT,3,126.0,1,0,0,1.0,22.0,2.0,0,AS_NEW
400000,Gent,Apartment,APARTMENT,3,111.0,1,0,0,1.0,27.0,4.0,0,AS_NEW
269000,Aalst (9300),Apartment,APARTMENT,2,91.0,0,0,0,1.0,5.0,2.0,0,GOOD
219500,Molenbeek-Saint-Jean,Apartment,APARTMENT,1,63.0,1,0,0,1.0,5.0,2.0,0,AS_NEW
430000,Wavre,Apartment,APARTMENT,2,120.0,1,0,0,1.0,10.0,3.0,0,JUST_RENOVATED
165000,Anderlecht,Apartment,APARTMENT,1,71.0,0,0,0,1.0,8.0,3.0,0,GOOD
245000,Halle,Apartment,APARTMENT,2,88.0,0,0,0,1.0,11.0,2.0,0,GOOD
194000,Aalst,Apartment,APARTMENT,2,113.0,0,0,0,1.0,3.0,2.0,0,GOOD
200000,Huy,Apartment,APARTMENT,3,144.0,0,0,0,1.0,4.0,2.0,0,GOOD
100000,Liège,Apartment,TRIPLEX,2,116.0,0,0,0,1.0,11.0,2.0,0,TO_RENOVATE
1650000,Knokke-Heist,Apartment,APARTMENT,3,125.0,1,0,0,1.0,2.0,3.0,0,AS_NEW
319000,Braine-Le-Château Wauthier-Braine,Apartment,GROUND_FLOOR,2,98.0,1,0,0,1.0,9.0,4.0,0,GOOD
209000,Bruxelles,Apartment,APARTMENT,2,75.0,0,0,0,1.0,4.0,2.0,0,GOOD
295000,Woluwe-Saint-Pierre,Apartment,APARTMENT,2,81.0,0,0,0,1.0,6.0,2.0,0,TO_RENOVATE
179900,Schoten,Apartment,APARTMENT,2,89.0,0,0,0,1.0,3.0,2.0,0,TO_BE_DONE_UP
274900,Sint-Truiden,Apartment,APARTMENT,2,87.0,0,0,0,1.0,8.0,2.0,0,GOOD
310000,Maasmechelen,Apartment,APARTMENT,2,101.0,0,0,0,1.0,27.0,2.0,0,GOOD
340000,Aalst (9300),Apartment,APARTMENT,3,92.0,0,0,0,1.0,6.0,2.0,0,GOOD
180000,La Louvière,Apartment,GROUND_FLOOR,2,106.0,0,0,0,1.0,11.0,2.0,0,AS_NEW
189000,Andenne,Apartment,APARTMENT,1,73.0,1,0,0,1.0,9.0,2.0,0,GOOD
375000,Leuven,Apartment,APARTMENT,2,80.0,0,0,0,1.0,6.0,2.0,0,JUST_RENOVATED
180000,Saint-Ghislain,Apartment,TRIPLEX,3,156.0,0,0,0,1.0,15.0,2.0,0,AS_NEW
420000,Astene,Apartment,APARTMENT,2,119.0,0,0,0,1.0,10.0,2.0,0,GOOD
159000,Torhout,Apartment,APARTMENT,1,73.0,0,0,0,1.0,11.0,2.0,0,GOOD
159000,Deurne,Apartment,APARTMENT,2,70.0,0,0,0,1.0,3.0,2.0,0,TO_RENOVATE
199000,Hoboken,Apartment,APARTMENT,2,61.0,0,0,0,1.0,28.0,2.0,0,GOOD
419000,Antwerpen Ekeren Mariaburg,Apartment,PENTHOUSE,2,103.0,0,0,0,1.0,52.0,2.0,0,AS_NEW
770000,Uccle,Apartment,TRIPLEX,3,220.0,0,0,0,1.0,20.0,4.0,0,AS_NEW
109000,Antwerpen,Apartment,FLAT_STUDIO,1,35.0,0,0,0,1.0,1.0,2.0,0,TO_RENOVATE
299000,Heist-Aan-Zee,Apartment,APARTMENT,2,70.0,0,0,0,1.0,11.0,2.0,0,GOOD
595000,Knokke,Apartment,APARTMENT,2,81.0,0,0,0,1.0,11.0,2.0,0,GOOD
220000,Oostende,Apartment,APARTMENT,2,92.0,0,0,0,1.0,11.0,2.0,0,GOOD
699000,Antwerpen,Apartment,DUPLEX,2,190.0,1,0,0,1.0,11.0,2.0,0,GOOD
116500,Grandmenil,Apartment,APARTMENT,2,60.0,0,0,0,1.0,11.0,2.0,0,GOOD
625000,Woluwe-Saint-Pierre,Apartment,APARTMENT,4,155.0,1,0,0,1.0,15.0,3.0,0,AS_NEW
304000,Lichtervelde,Apartment,APARTMENT,2,100.0,0,0,0,1.0,18.0,2.0,0,GOOD
719600,Mechelen,Apartment,DUPLEX,3,152.0,0,0,0,1.0,56.0,3.0,0,AS_NEW
325000,Asse,Apartment,GROUND_FLOOR,2,89.0,0,0,0,1.0,28.0,2.0,0,AS_NEW
435000,Turnhout,Apartment,APARTMENT,3,126.0,0,0,0,1.0,15.0,2.0,0,GOOD
219000,Ieper,Apartment,APARTMENT,2,90.0,0,0,0,1.0,11.0,2.0,0,GOOD
325000,Antwerpen (2018),Apartment,APARTMENT,3,140.0,0,0,0,1.0,4.0,2.0,0,GOOD
210000,Wilrijk,Apartment,APARTMENT,2,89.0,1,0,0,1.0,5.0,2.0,0,GOOD
199000,Nieuwpoort,Apartment,APARTMENT,1,51.0,0,0,0,1.0,11.0,2.0,0,JUST_RENOVATED
149000,Liège,Apartment,APARTMENT,2,104.0,0,0,0,1.0,11.0,2.0,0,GOOD
455000,Antwerpen,Apartment,APARTMENT,1,102.0,1,0,0,1.0,11.0,2.0,0,GOOD
290000,Etterbeek,Apartment,APARTMENT,1,59.0,1,0,0,1.0,11.0,2.0,0,AS_NEW
324000,Bornem,Apartment,APARTMENT,2,88.0,1,0,0,1.0,9.0,2.0,0,GOOD
450000,Etterbeek,Apartment,APARTMENT,2,88.0,0,0,0,1.0,20.0,2.0,0,AS_NEW
459500,Olen,Apartment,APARTMENT,3,142.0,1,0,0,1.0,25.0,4.0,0,GOOD
550000,Saint-Gilles,Apartment,APARTMENT,3,150.0,1,1,0,1.0,11.0,2.0,0,AS_NEW
399000,De Haan,Apartment,APARTMENT,2,50.0,0,1,0,1.0,15.0,2.0,0,AS_NEW
400000,Ixelles,Apartment,DUPLEX,1,103.0,0,0,0,1.0,11.0,2.0,0,GOOD
165000,Blankenberge,Apartment,APARTMENT,3,141.0,0,0,0,1.0,11.0,2.0,0,TO_RENOVATE
311674,Roeselare,Apartment,APARTMENT,2,89.0,0,0,0,1.0,11.0,2.0,0,GOOD
449000,Wenduine,Apartment,PENTHOUSE,2,93.0,1,0,0,1.0,11.0,2.0,0,GOOD
208000,Berchem-Sainte-Agathe,Apartment,APARTMENT,1,61.0,0,0,0,1.0,7.0,2.0,0,GOOD
635000,Etterbeek,Apartment,APARTMENT,2,115.0,0,0,0,1.0,1.0,2.0,0,JUST_RENOVATED
219000,Kontich,Apartment,SERVICE_FLAT,1,61.0,0,0,0,1.0,10.0,3.0,0,AS_NEW
195000,Deurne,Apartment,APARTMENT,2,90.0,0,0,0,1.0,5.0,2.0,0,GOOD
145000,Middelkerke,Apartment,FLAT_STUDIO,0,44.0,0,0,0,1.0,11.0,2.0,0,GOOD
995000,Knokke-Heist,Apartment,DUPLEX,2,110.0,1,0,0,1.0,15.0,2.0,0,AS_NEW
445000,Knokke-Heist,Apartment,APARTMENT,1,72.0,0,0,0,1.0,11.0,2.0,0,GOOD
379000,Oostende,Apartment,APARTMENT,2,112.0,0,0,0,1.0,6.0,2.0,0,AS_NEW
369000,Beaufays,Apartment,DUPLEX,3,151.0,0,0,0,1.0,16.0,3.0,0,GOOD
355000,Turnhout,Apartment,APARTMENT,6,300.0,0,0,0,1.0,11.0,3.0,0,TO_RENOVATE
517500,Oudergem,Apartment,APARTMENT,2,102.0,0,0,0,1.0,7.0,2.0,0,GOOD
450000,Wilrijk,Apartment,APARTMENT,2,89.0,0,0,0,1.0,46.0,2.0,0,GOOD
229000,Awans,Apartment,APARTMENT,1,60.0,0,0,0,1.0,27.0,2.0,0,AS_NEW
299000,Schoten,Apartment,APARTMENT,2,82.0,0,0,0,1.0,9.0,2.0,0,GOOD
295000,Woluwe-Saint-Lambert,Apartment,APARTMENT,2,81.0,0,0,0,1.0,13.0,2.0,0,TO_BE_DONE_UP
650000,Brussels City,Apartment,APARTMENT,3,180.0,1,0,0,1.0,11.0,2.0,0,GOOD
475000,Evere,Apartment,APARTMENT,3,129.0,1,0,0,1.0,17.0,2.0,0,AS_NEW
249900,Boom,Apartment,APARTMENT,2,125.0,0,0,0,1.0,13.0,2.0,0,AS_NEW
479000,Knokke,Apartment,APARTMENT,2,72.0,0,0,0,1.0,11.0,2.0,0,GOOD
377900,Ertvelde,Apartment,APARTMENT,2,106.0,0,0,0,1.0,11.0,2.0,0,GOOD
475000,Etterbeek,Apartment,APARTMENT,2,93.0,0,0,0,1.0,12.0,2.0,0,GOOD
269000,Anderlecht,Apartment,APARTMENT,2,85.0,0,0,0,1.0,6.0,2.0,0,JUST_RENOVATED
185000,Deurne,Apartment,APARTMENT,3,85.0,0,0,0,1.0,2.0,3.0,0,GOOD
229900,Bertrix,Apartment,APARTMENT,2,90.0,0,0,0,1.0,19.0,2.0,0,AS_NEW
259000,Wechelderzande,Apartment,DUPLEX,2,127.0,0,0,0,1.0,11.0,2.0,0,GOOD
315000,Westende-Bad,Apartment,APARTMENT,2,81.0,0,1,0,1.0,11.0,2.0,0,GOOD
187500,Aalst (9300),Apartment,APARTMENT,1,101.0,0,0,0,1.0,11.0,2.0,0,GOOD
398000,Sint-Michiels,Apartment,APARTMENT,2,94.0,0,0,0,1.0,25.0,2.0,0,GOOD
349000,Gent,Apartment,APARTMENT,2,85.0,0,0,0,1.0,2.0,2.0,0,JUST_RENOVATED
266000,Wetteren,Apartment,APARTMENT,2,92.0,0,0,0,1.0,5.0,2.0,0,JUST_RENOVATED
285000,Machelen (1830),Apartment,APARTMENT,2,80.0,1,0,0,1.0,11.0,2.0,0,GOOD
299000,Mont-Godinne,Apartment,APARTMENT,2,94.0,0,0,0,1.0,6.0,3.0,0,GOOD
325000,Gent,Apartment,APARTMENT,2,93.0,1,0,0,1.0,4.0,2.0,0,GOOD
463000,Oudenaarde,Apartment,APARTMENT,2,114.0,0,0,0,1.0,16.0,2.0,0,GOOD
299000,Zellik,Apartment,APARTMENT,3,100.0,0,0,0,1.0,11.0,2.0,0,TO_BE_DONE_UP
129000,Deurne,Apartment,APARTMENT,2,60.0,0,0,0,1.0,12.0,2.0,0,GOOD
490000,Gent Sint-Denijs-Westrem,Apartment,GROUND_FLOOR,2,137.0,1,0,0,1.0,3.0,2.0,0,AS_NEW
219000,Mouscron,Apartment,APARTMENT,3,120.0,0,0,0,1.0,23.0,2.0,0,GOOD
185000,Blankenberge,Apartment,APARTMENT,2,72.0,0,0,0,1.0,11.0,2.0,0,TO_BE_DONE_UP
415000,Leuven,Apartment,APARTMENT,3,114.0,0,0,0,1.0,2.0,2.0,0,GOOD
179000,Ans,Apartment,APARTMENT,1,62.0,0,0,0,1.0,5.0,2.0,0,GOOD
340000,Brussels,Apartment,TRIPLEX,4,150.0,1,0,0,1.0,11.0,2.0,0,AS_NEW
1625000,Saint-Gilles,Apartment,LOFT,3,450.0,0,0,0,1.0,35.0,3.0,0,GOOD
439000,Blankenberge,Apartment,APARTMENT,3,128.0,0,1,0,1.0,11.0,2.0,0,AS_NEW
335000,Genappe,Apartment,DUPLEX,3,124.0,1,0,0,1.0,9.0,2.0,0,AS_NEW
225000,Antwerpen,Apartment,APARTMENT,2,93.0,0,0,0,1.0,12.0,2.0,0,GOOD
285000,Heist-Aan-Zee,Apartment,APARTMENT,1,92.0,0,0,0,1.0,11.0,2.0,0,GOOD
185000,Eeklo,Apartment,APARTMENT,1,92.0,0,0,0,1.0,11.0,2.0,0,JUST_RENOVATED
479000,Knokke,Apartment,APARTMENT,2,72.0,0,0,0,1.0,5.0,2.0,0,GOOD
285000,Uccle,Apartment,APARTMENT,2,74.0,1,0,0,1.0,6.0,2.0,0,GOOD
200000,Berchem-Sainte-Agathe,Apartment,PENTHOUSE,2,170.0,0,1,1,1.0,190.0,3.0,0,AS_NEW
215000,Flémalle,Apartment,APARTMENT,2,93.0,1,0,0,1.0,11.0,2.0,0,AS_NEW
279000,Kortrijk,Apartment,APARTMENT,3,110.0,0,0,0,1.0,11.0,2.0,0,GOOD
990000,Uccle,Apartment,PENTHOUSE,2,200.0,0,0,0,1.0,40.0,2.0,0,GOOD
422000,Woluwe-Saint-Lambert,Apartment,APARTMENT,2,80.0,1,0,0,1.0,7.0,2.0,0,AS_NEW
795000,Gent,Apartment,PENTHOUSE,3,148.0,0,0,0,1.0,35.0,2.0,0,GOOD
375000,Braine-Le-Château,Apartment,PENTHOUSE,2,124.0,0,0,0,1.0,30.0,2.0,0,AS_NEW
300000,Molenbeek-Saint-Jean,Apartment,APARTMENT,2,85.0,1,0,0,1.0,25.0,2.0,0,GOOD
179000,Blankenberge,Apartment,APARTMENT,2,68.0,0,0,0,1.0,11.0,2.0,0,AS_NEW
599000,Knokke,Apartment,APARTMENT,2,85.0,1,1,0,1.0,11.0,2.0,0,GOOD
100000,Liège,Apartment,APARTMENT,1,43.0,0,0,0,1.0,11.0,2.0,0,GOOD
300000,Watermael-Boitsfort,Apartment,APARTMENT,2,85.0,0,0,0,1.0,11.0,4.0,0,TO_BE_DONE_UP
905000,Knokke,Apartment,APARTMENT,2,96.0,0,0,0,1.0,11.0,2.0,0,AS_NEW
369000,Sint-Idesbald,Apartment,APARTMENT,2,100.0,0,0,0,1.0,40.0,2.0,0,GOOD
295000,Liège,Apartment,APARTMENT,3,115.0,0,0,0,1.0,10.0,2.0,0,AS_NEW
890000,Kraainem,Apartment,PENTHOUSE,3,173.0,1,0,0,1.0,14.0,2.0,0,AS_NEW
250000,Heverlee,Apartment,APARTMENT,1,53.0,0,0,0,1.0,11.0,2.0,0,GOOD
425000,Gent,Apartment,APARTMENT,2,86.0,0,0,0,1.0,5.0,2.0,0,AS_NEW
295000,Turnhout,Apartment,SERVICE_FLAT,1,93.0,0,0,0,1.0,3.0,2.0,0,GOOD
210000,Beveren-Waas,Apartment,APARTMENT,2,92.0,0,0,0,1.0,11.0,2.0,0,GOOD
319000,Sint-Truiden,Apartment,APARTMENT,2,90.0,0,0,0,1.0,11.0,2.0,0,GOOD
199000,Sint-Niklaas,Apartment,APARTMENT,1,76.0,0,0,0,1.0,11.0,2.0,0,JUST_RENOVATED
189000,Gembloux,Apartment,GROUND_FLOOR,1,54.0,0,0,0,1.0,10.0,3.0,0,GOOD
495000,Etterbeek,Apartment,APARTMENT,1,117.0,1,0,0,1.0,11.0,2.0,0,TO_BE_DONE_UP
335000,Koersel,Apartment,APARTMENT,2,100.0,0,0,0,1.0,13.0,3.0,0,GOOD
149000,Charleroi Monceau-Sur-Sambre,Apartment,APARTMENT,1,60.0,1,0,0,1.0,11.0,2.0,0,AS_NEW
825000,Oostende,Apartment,APARTMENT,3,116.0,1,0,0,1.0,11.0,2.0,0,AS_NEW
199000,Aalst,Apartment,APARTMENT,2,75.0,0,0,0,1.0,12.0,4.0,0,TO_BE_DONE_UP
620000,Oostende,Apartment,APARTMENT,2,195.0,0,0,0,1.0,11.0,2.0,0,TO_RENOVATE
380000,Woluwe-Saint-Lambert,Apartment,APARTMENT,2,90.0,0,0,0,1.0,7.0,2.0,0,AS_NEW
250000,Molenbeek-Saint-Jean,Apartment,APARTMENT,2,70.0,0,0,0,1.0,11.0,2.0,0,GOOD
230000,Houffalize,Apartment,APARTMENT,2,85.0,0,0,0,1.0,11.0,2.0,0,GOOD
249000,Koekelberg,Apartment,APARTMENT,2,94.0,0,0,0,1.0,10.0,2.0,0,GOOD
118500,Grandmenil,Apartment,APARTMENT,2,60.0,0,0,0,1.0,15.0,3.0,0,GOOD
385000,Gent,Apartment,APARTMENT,2,94.0,0,0,0,1.0,11.0,2.0,0,GOOD
175000,Molenbeek-Saint-Jean,Apartment,FLAT_STUDIO,0,54.0,0,0,0,1.0,11.0,2.0,0,GOOD
795000,Bruxelles,Apartment,APARTMENT,3,188.0,1,0,0,1.0,16.0,2.0,0,GOOD
980000,Uccle,Apartment,PENTHOUSE,2,140.0,1,0,0,1.0,30.0,3.0,0,AS_NEW
595000,Retie,Apartment,APARTMENT,4,254.0,0,0,0,1.0,95.0,2.0,0,GOOD
199000,Blankenberge,Apartment,APARTMENT,1,55.0,0,0,0,1.0,11.0,2.0,0,AS_NEW
239000,Strombeek-Bever,Apartment,APARTMENT,2,90.0,0,0,0,1.0,11.0,4.0,0,TO_BE_DONE_UP
109000,Liège,Apartment,FLAT_STUDIO,1,39.0,0,0,0,1.0,11.0,2.0,0,GOOD
1190000,Knokke-Heist,Apartment,APARTMENT,2,86.0,1,0,0,1.0,4.0,2.0,0,AS_NEW
200000,Uccle,Apartment,FLAT_STUDIO,0,34.0,0,0,0,1.0,11.0,2.0,0,GOOD
422500,Blankenberge,Apartment,APARTMENT,2,91.0,1,0,0,1.0,11.0,2.0,0,AS_NEW
199000,Wanze,Apartment,APARTMENT,1,48.0,0,0,0,1.0,6.0,2.0,0,GOOD
140000,Westende,Apartment,FLAT_STUDIO,0,34.0,0,1,0,1.0,11.0,2.0,0,GOOD
499000,Berchem,Apartment,APARTMENT,2,161.0,0,0,1,1.0,106.0,2.0,0,GOOD
775000,Antwerpen,Apartment,APARTMENT,4,308.0,1,0,0,1.0,10.0,2.0,0,GOOD
125000,Zeebrugge,Apartment,FLAT_STUDIO,1,35.0,0,0,0,1.0,11.0,2.0,0,GOOD
189000,Antwerpen Wilrijk,Apartment,APARTMENT,1,69.0,0,0,0,1.0,11.0,2.0,0,AS_NEW
398000,Evere,Apartment,APARTMENT,3,107.0,1,0,0,1.0,18.0,2.0,0,GOOD
444000,Brussel,Apartment,APARTMENT,2,104.0,1,0,0,1.0,8.0,4.0,0,AS_NEW
285000,Sint-Jans-Molenbeek,Apartment,APARTMENT,2,121.0,0,0,0,1.0,11.0,2.0,0,GOOD
550000,Antwerpen,Apartment,APARTMENT,2,175.0,1,0,0,1.0,6.0,2.0,0,JUST_RENOVATED
156000,Tongeren,Apartment,APARTMENT,2,84.0,0,0,0,1.0,11.0,2.0,0,GOOD
169000,Koksijde,Apartment,FLAT_STUDIO,0,44.0,0,1,0,1.0,11.0,2.0,0,GOOD
199000,Etterbeek,Apartment,FLAT_STUDIO,1,40.0,1,0,0,1.0,18.0,2.0,0,GOOD
865000,Ixelles,Apartment,APARTMENT,3,200.0,0,0,0,1.0,11.0,3.0,0,TO_RENOVATE
280000,Gent,Apartment,APARTMENT,2,75.0,1,0,0,1.0,3.0,2.0,0,GOOD
220000,Lummen,Apartment,APARTMENT,1,64.0,0,0,0,1.0,11.0,3.0,0,GOOD
285000,Middelkerke,Apartment,APARTMENT,2,84.0,0,0,0,1.0,11.0,2.0,0,GOOD
1195000,Knokke-Heist,Apartment,PENTHOUSE,3,125.0,1,0,0,1.0,11.0,2.0,0,JUST_RENOVATED
150000,Koekelberg,Apartment,FLAT_STUDIO,0,48.0,0,0,0,1.0,11.0,2.0,0,GOOD
349000,Machelen,Apartment,APARTMENT,2,90.0,0,0,0,1.0,12.0,2.0,0,AS_NEW
270000,Halanzy,Apartment,APARTMENT,2,95.0,0,0,0,1.0,60.0,2.0,0,GOOD
239000,Aalst (9300),Apartment,APARTMENT,2,131.0,0,0,0,1.0,11.0,2.0,0,GOOD
1195000,Heist-Aan-Zee,Apartment,APARTMENT,2,110.0,0,0,0,1.0,11.0,2.0,0,GOOD
600000,Menen,Apartment,APARTMENT,6,92.0,0,0,0,1.0,11.0,2.0,0,GOOD
379000,Liège,Apartment,APARTMENT,3,92.0,0,0,0,1.0,11.0,2.0,0,AS_NEW
247000,Gent,Apartment,APARTMENT,1,56.0,0,0,0,1.0,11.0,2.0,0,GOOD
188000,Chapelle-Lez-Herlaimont,Apartment,APARTMENT,1,90.0,0,0,0,1.0,11.0,4.0,0,AS_NEW
431000,Braine-L'Alleud,Apartment,APARTMENT,3,138.0,0,0,0,1.0,21.0,4.0,0,GOOD
335000,Blankenberge,Apartment,APARTMENT,3,105.0,0,0,0,1.0,11.0,2.0,0,GOOD
245000,Edegem,Apartment,APARTMENT,2,83.0,0,0,0,1.0,11.0,2.0,0,GOOD
359000,Sint-Pieters-Leeuw,Apartment,DUPLEX,3,150.0,0,0,0,1.0,11.0,3.0,0,AS_NEW
185000,De Haan,Apartment,APARTMENT,2,92.0,0,0,0,1.0,11.0,2.0,0,GOOD
490000,Woluwe-Saint-Lambert,Apartment,APARTMENT,2,110.0,0,0,0,1.0,11.0,2.0,0,GOOD
1995000,Knokke-Heist,Apartment,APARTMENT,2,90.0,1,1,0,1.0,11.0,2.0,0,AS_NEW
225000,Leuven,Apartment,KOT,1,26.0,0,0,0,1.0,11.0,2.0,0,JUST_RENOVATED
144000,Geraardsbergen,Apartment,APARTMENT,1,50.0,0,0,0,1.0,11.0,2.0,0,TO_BE_DONE_UP
149000,Huy,Apartment,APARTMENT,2,81.0,0,0,0,1.0,11.0,4.0,0,GOOD
235000,Ronse,Apartment,APARTMENT,2,103.0,0,0,0,1.0,20.0,3.0,0,GOOD
360000,Deinze,Apartment,APARTMENT,2,89.0,0,0,0,1.0,21.0,2.0,0,GOOD
335000,Bruxelles,Apartment,FLAT_STUDIO,0,58.0,0,0,0,1.0,11.0,2.0,0,JUST_RENOVATED
498000,Borgerhout,Apartment,LOFT,2,225.0,1,0,0,1.0,12.0,2.0,0,GOOD
408000,Antwerpen,Apartment,APARTMENT,2,107.0,1,0,0,1.0,11.0,2.0,0,AS_NEW
235000,Waterloo,Apartment,APARTMENT,1,65.0,0,0,0,1.0,6.0,2.0,0,TO_BE_DONE_UP
245000,Walem,Apartment,APARTMENT,2,78.0,0,0,0,1.0,12.0,2.0,0,AS_NEW
