Price,Locality,Type_of_Property,Subtype_of_Property,State_of_the_Building,Number_of_Rooms,Living_Area,Fully_Equipped_Kitchen,Terrace,Garden,Surface_area_plot_of_land,Number_of_Facades,Swimming_Pool,Lift,Municipality,Province
685000,1180,APARTMENT,PENTHOUSE,JUST_RENOVATED,2,127.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Uccle,Brussels Capital
289000,8680,APARTMENT,APARTMENT,JUST_RENOVATED,3,120.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Koekelare,Other
229000,2500,HOUSE,HOUSE,GOOD,2,105.0,0,0.0,0.0,43.0,3.0,0.0,0.0,Lier,Antwerp
260000,9620,HOUSE,HOUSE,GOOD,3,219.0,0,0.0,0.0,375.0,3.0,0.0,0.0,Zottegem,East Flanders
375000,1440,APARTMENT,PENTHOUSE,AS_NEW,2,124.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Braine-le-Château,Walloon Brabant
340000,2150,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,4,270.0,0,0.0,0.0,156.0,2.0,0.0,0.0,Borsbeek,Antwerp
345000,8200,APARTMENT,APARTMENT,GOOD,2,81.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Brugge,Other
315000,9100,HOUSE,HOUSE,TO_BE_DONE_UP,4,145.0,0,0.0,0.0,401.0,4.0,0.0,0.0,Sint-Niklaas,East Flanders
560000,9000,HOUSE,HOUSE,GOOD,4,152.0,0,1.0,0.0,175.0,3.0,0.0,1.0,Gent,East Flanders
395000,9100,APARTMENT,APARTMENT,GOOD,3,114.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Sint-Niklaas,East Flanders
383011,9800,HOUSE,HOUSE,AS_NEW,3,148.0,0,0.0,0.0,313.0,3.0,0.0,0.0,Deinze,East Flanders
117500,8500,APARTMENT,APARTMENT,TO_RENOVATE,1,85.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Kortrijk,Other
525000,9000,HOUSE,MIXED_USE_BUILDING,AS_NEW,4,198.0,0,1.0,0.0,79.0,2.0,0.0,0.0,Gent,East Flanders
350000,9940,APARTMENT,APARTMENT,AS_NEW,2,94.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Evergem,East Flanders
219000,5000,APARTMENT,APARTMENT,GOOD,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Namur,Namur
295000,8000,HOUSE,HOUSE,GOOD,2,90.0,0,1.0,0.0,55.0,3.0,0.0,0.0,Brugge,Other
415000,9090,APARTMENT,APARTMENT,JUST_RENOVATED,4,181.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Melle,East Flanders
222000,8400,APARTMENT,APARTMENT,GOOD,2,71.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
199000,5500,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Dinant,Namur
329000,2640,APARTMENT,APARTMENT,AS_NEW,2,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Mortsel,Antwerp
100000,6041,HOUSE,HOUSE,TO_RENOVATE,3,91.0,0,1.0,0.0,65.0,2.0,0.0,0.0,Charleroi,Hainaut
610000,1330,APARTMENT,APARTMENT,AS_NEW,3,131.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Rixensart,Walloon Brabant
335000,9900,APARTMENT,APARTMENT,GOOD,2,94.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Eeklo,East Flanders
139000,8400,APARTMENT,APARTMENT,GOOD,1,61.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
175000,1080,APARTMENT,APARTMENT,GOOD,1,71.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Molenbeek-Saint-Jean,Brussels Capital
126000,2060,APARTMENT,FLAT_STUDIO,GOOD,1,44.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
295000,2000,APARTMENT,APARTMENT,GOOD,1,68.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
360000,9880,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,145.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Aalter,East Flanders
270000,5024,APARTMENT,APARTMENT,GOOD,3,105.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Namur,Namur
309000,8200,APARTMENT,APARTMENT,AS_NEW,1,83.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Brugge,Other
280000,1150,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Pierre,Brussels Capital
598000,8301,HOUSE,HOUSE,JUST_RENOVATED,3,146.0,0,1.0,0.0,170.0,3.0,0.0,0.0,Knokke-Heist,Other
180000,1070,APARTMENT,APARTMENT,AS_NEW,2,80.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Anderlecht,Brussels Capital
375000,1200,APARTMENT,DUPLEX,TO_BE_DONE_UP,3,114.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Woluwe-Saint-Lambert,Brussels Capital
739000,8300,APARTMENT,APARTMENT,AS_NEW,3,90.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Knokke-Heist,Other
290000,7800,APARTMENT,APARTMENT,GOOD,2,81.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Ath,Hainaut
319000,4420,APARTMENT,DUPLEX,GOOD,4,145.0,0,0.0,0.0,0.0,3.0,0.0,0.0,Saint-Nicolas,Liège
154000,2100,APARTMENT,APARTMENT,AS_NEW,2,70.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
219000,2000,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,66.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
156000,3700,APARTMENT,APARTMENT,GOOD,2,84.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Tongeren,Limburg
265000,8530,HOUSE,HOUSE,GOOD,2,138.0,0,0.0,0.0,0.0,3.0,0.0,0.0,Harelbeke,Other
162000,8400,APARTMENT,APARTMENT,GOOD,2,90.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
239000,8380,APARTMENT,APARTMENT,GOOD,2,60.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Brugge,Other
350000,9050,HOUSE,HOUSE,TO_RENOVATE,3,200.0,0,0.0,0.0,89.0,2.0,0.0,0.0,Gent,East Flanders
119000,6800,HOUSE,HOUSE,TO_RENOVATE,3,91.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Libramont-Chevigny,Luxembourg
337000,9800,HOUSE,HOUSE,AS_NEW,3,138.0,0,0.0,0.0,238.0,3.0,0.0,0.0,Deinze,East Flanders
290000,1030,APARTMENT,APARTMENT,GOOD,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Schaerbeek,Brussels Capital
299500,8301,APARTMENT,APARTMENT,GOOD,2,80.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Knokke-Heist,Other
215000,9500,HOUSE,HOUSE,TO_BE_DONE_UP,4,183.0,0,1.0,0.0,410.0,2.0,0.0,0.0,Geraardsbergen,East Flanders
255000,4020,APARTMENT,GROUND_FLOOR,GOOD,3,107.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Liège,Liège
325000,1300,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Wavre,Walloon Brabant
279000,2880,HOUSE,HOUSE,TO_RENOVATE,4,233.0,0,1.0,0.0,477.0,3.0,0.0,0.0,Bornem,Antwerp
275000,1420,APARTMENT,APARTMENT,AS_NEW,2,80.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Braine-l'Alleud,Walloon Brabant
284000,2020,HOUSE,TOWN_HOUSE,GOOD,2,112.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
289000,1040,APARTMENT,APARTMENT,GOOD,1,79.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Bruxelles,Brussels Capital
279000,3270,APARTMENT,APARTMENT,GOOD,2,85.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Scherpenheuvel-Zichem,Flemish Brabant
379000,3020,HOUSE,HOUSE,GOOD,4,118.0,0,1.0,0.0,188.0,3.0,0.0,0.0,Herent,Flemish Brabant
465000,8310,HOUSE,TOWN_HOUSE,AS_NEW,3,208.0,0,1.0,0.0,360.0,3.0,0.0,0.0,Brugge,Other
399000,9000,APARTMENT,APARTMENT,AS_NEW,2,106.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
164900,7134,HOUSE,HOUSE,GOOD,4,130.0,0,0.0,0.0,181.0,2.0,0.0,0.0,Binche,Hainaut
189000,1080,APARTMENT,APARTMENT,GOOD,2,75.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Molenbeek-Saint-Jean,Brussels Capital
349000,1410,APARTMENT,APARTMENT,AS_NEW,3,122.0,0,1.0,0.0,0.0,4.0,0.0,1.0,Waterloo,Walloon Brabant
109000,4020,APARTMENT,FLAT_STUDIO,GOOD,1,39.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège
325000,2820,APARTMENT,APARTMENT,GOOD,1,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Bonheiden,Antwerp
250000,8000,HOUSE,HOUSE,TO_BE_DONE_UP,4,129.0,0,0.0,0.0,156.0,3.0,0.0,0.0,Brugge,Other
249000,8000,APARTMENT,APARTMENT,AS_NEW,2,73.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Brugge,Other
219000,4020,APARTMENT,APARTMENT,AS_NEW,2,87.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Liège,Liège
310000,7534,HOUSE,HOUSE,GOOD,3,183.0,0,1.0,0.0,0.0,4.0,0.0,0.0,Tournai,Hainaut
259000,1800,APARTMENT,APARTMENT,GOOD,2,62.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Vilvoorde,Flemish Brabant
332800,2640,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Mortsel,Antwerp
292000,2350,APARTMENT,GROUND_FLOOR,GOOD,1,72.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Vosselaar,Antwerp
775000,8670,APARTMENT,PENTHOUSE,GOOD,4,161.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Koksijde,Other
685000,3010,HOUSE,HOUSE,AS_NEW,3,215.0,0,1.0,0.0,390.0,2.0,0.0,0.0,Leuven,Flemish Brabant
295000,1180,APARTMENT,APARTMENT,GOOD,1,89.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Uccle,Brussels Capital
189000,5300,APARTMENT,APARTMENT,GOOD,1,70.0,0,0.0,0.0,0.0,4.0,0.0,1.0,Andenne,Namur
199000,8530,HOUSE,HOUSE,AS_NEW,3,120.0,0,1.0,0.0,50.0,2.0,0.0,0.0,Harelbeke,Other
299000,2830,HOUSE,HOUSE,GOOD,3,165.0,0,0.0,0.0,307.0,2.0,0.0,0.0,Willebroek,Antwerp
549000,2800,HOUSE,HOUSE,GOOD,4,181.0,0,0.0,0.0,143.0,2.0,0.0,0.0,Mechelen,Antwerp
499000,2000,APARTMENT,APARTMENT,GOOD,2,137.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
199900,3300,APARTMENT,APARTMENT,GOOD,1,52.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Tienen,Other
198000,8900,APARTMENT,APARTMENT,GOOD,1,62.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Ieper,Other
479000,9140,HOUSE,VILLA,AS_NEW,4,172.0,0,1.0,0.0,283.0,4.0,0.0,0.0,Temse,East Flanders
795000,8301,APARTMENT,APARTMENT,TO_RENOVATE,4,83.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other
394500,9000,APARTMENT,APARTMENT,GOOD,2,116.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
414700,8830,HOUSE,HOUSE,GOOD,4,223.0,0,1.0,0.0,261.0,3.0,0.0,0.0,Hooglede,Other
445000,1200,APARTMENT,APARTMENT,AS_NEW,3,120.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Lambert,Brussels Capital
99000,8680,HOUSE,HOUSE,TO_BE_DONE_UP,1,94.0,0,0.0,0.0,63.0,2.0,0.0,0.0,Koekelare,Other
194900,2600,APARTMENT,APARTMENT,GOOD,2,75.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
695000,2550,APARTMENT,APARTMENT,GOOD,4,240.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Kontich,Antwerp
399000,2360,HOUSE,HOUSE,GOOD,4,160.0,0,1.0,0.0,405.0,3.0,0.0,0.0,Oud-Turnhout,Antwerp
230000,3300,APARTMENT,PENTHOUSE,TO_RENOVATE,4,131.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Tienen,Other
169000,2100,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,89.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
152000,1090,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,45.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Jette,Brussels Capital
364000,9800,APARTMENT,APARTMENT,GOOD,2,94.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Deinze,East Flanders
75000,6030,HOUSE,HOUSE,GOOD,2,75.0,0,1.0,0.0,120.0,2.0,0.0,0.0,Charleroi,Hainaut
355000,6210,HOUSE,HOUSE,GOOD,4,123.0,0,1.0,0.0,209.0,3.0,0.0,0.0,Les Bons Villers,Hainaut
315000,1081,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,95.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Koekelberg,Brussels Capital
155000,6900,APARTMENT,APARTMENT,AS_NEW,1,63.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Marche-en-Famenne,Luxembourg
299000,8020,APARTMENT,APARTMENT,GOOD,3,104.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostkamp,Other
315000,1300,APARTMENT,APARTMENT,GOOD,1,81.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Wavre,Walloon Brabant
189000,4130,APARTMENT,APARTMENT,TO_BE_DONE_UP,2,99.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Esneux,Liège
168000,8500,APARTMENT,FLAT_STUDIO,TO_BE_DONE_UP,1,45.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Kortrijk,Other
79500,9600,HOUSE,MIXED_USE_BUILDING,GOOD,1,28.0,0,0.0,0.0,28.0,2.0,0.0,0.0,Renaix,East Flanders
425000,9000,APARTMENT,APARTMENT,GOOD,3,127.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
249000,8434,APARTMENT,APARTMENT,JUST_RENOVATED,1,68.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Middelkerke,Other
535000,8301,HOUSE,MANSION,AS_NEW,4,210.0,0,0.0,0.0,72.0,4.0,0.0,0.0,Knokke-Heist,Other
180000,6280,HOUSE,HOUSE,GOOD,3,154.0,0,0.0,0.0,277.0,3.0,0.0,0.0,Gerpinnes,Hainaut
390000,9040,APARTMENT,APARTMENT,GOOD,4,210.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
360000,9500,HOUSE,HOUSE,GOOD,4,170.0,0,0.0,0.0,305.0,2.0,0.0,0.0,Geraardsbergen,East Flanders
379000,9000,HOUSE,APARTMENT_BLOCK,TO_BE_DONE_UP,3,138.0,0,1.0,0.0,78.0,2.0,0.0,0.0,Gent,East Flanders
259000,9000,APARTMENT,APARTMENT,GOOD,1,46.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
315000,1850,HOUSE,HOUSE,GOOD,2,163.0,0,0.0,0.0,195.0,3.0,0.0,0.0,Grimbergen,Flemish Brabant
240000,6700,APARTMENT,APARTMENT,GOOD,2,75.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Arlon,Luxembourg
470000,8420,HOUSE,HOUSE,GOOD,3,166.0,0,0.0,0.0,459.0,4.0,0.0,0.0,De Haan,Other
249000,2235,HOUSE,HOUSE,TO_RENOVATE,3,151.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Hulshout,Antwerp
269000,2640,HOUSE,MIXED_USE_BUILDING,GOOD,3,178.0,0,0.0,0.0,62.0,2.0,0.0,0.0,Mortsel,Antwerp
465000,1050,APARTMENT,PENTHOUSE,JUST_RENOVATED,1,92.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Ixelles,Brussels Capital
199000,4000,APARTMENT,APARTMENT,GOOD,1,72.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Liège,Liège
369000,9570,HOUSE,HOUSE,GOOD,3,170.0,0,0.0,0.0,332.0,3.0,0.0,0.0,Lierde,East Flanders
369000,2640,APARTMENT,APARTMENT,GOOD,3,130.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Mortsel,Antwerp
398000,9000,APARTMENT,APARTMENT,AS_NEW,1,74.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
249900,2610,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Antwerpen,Antwerp
328000,1070,APARTMENT,DUPLEX,AS_NEW,2,113.0,0,1.0,0.0,0.0,2.0,0.0,0.0,Anderlecht,Brussels Capital
256000,8760,APARTMENT,APARTMENT,GOOD,2,139.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Meulebeke,Other
315000,9420,HOUSE,HOUSE,TO_RENOVATE,2,170.0,0,1.0,0.0,458.0,4.0,0.0,0.0,Erpe-Mere,East Flanders
230000,1040,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,68.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Bruxelles,Brussels Capital
155000,8020,HOUSE,HOUSE,TO_RENOVATE,2,112.0,0,1.0,0.0,293.0,3.0,0.0,0.0,Oostkamp,Other
215000,7850,APARTMENT,APARTMENT,GOOD,2,79.0,0,1.0,0.0,0.0,3.0,0.0,0.0,Silly,Hainaut
239000,8660,APARTMENT,APARTMENT,GOOD,1,66.0,0,1.0,0.0,0.0,2.0,0.0,1.0,De Panne,Other
169000,1070,APARTMENT,APARTMENT,TO_BE_DONE_UP,1,52.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Anderlecht,Brussels Capital
379647,2850,HOUSE,HOUSE,GOOD,3,137.0,0,0.0,0.0,160.0,3.0,0.0,0.0,Boom,Antwerp
215000,9620,HOUSE,HOUSE,TO_RENOVATE,4,152.0,0,0.0,0.0,501.0,3.0,0.0,0.0,Zottegem,East Flanders
219000,2018,APARTMENT,APARTMENT,GOOD,1,55.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
219000,1140,APARTMENT,PENTHOUSE,GOOD,1,50.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Evere,Brussels Capital
495000,9240,HOUSE,MIXED_USE_BUILDING,JUST_RENOVATED,3,257.0,0,1.0,0.0,91.0,1.0,0.0,0.0,Zele,East Flanders
285000,8400,APARTMENT,SERVICE_FLAT,AS_NEW,1,55.0,0,0.0,0.0,0.0,4.0,0.0,1.0,Oostende,Other
199000,8660,APARTMENT,SERVICE_FLAT,AS_NEW,1,56.0,0,1.0,0.0,0.0,2.0,0.0,1.0,De Panne,Other
180000,8540,HOUSE,HOUSE,TO_RENOVATE,4,282.0,0,0.0,0.0,187.0,3.0,0.0,0.0,Deerlijk,Other
420000,1000,APARTMENT,APARTMENT,GOOD,2,90.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital
329000,8800,HOUSE,HOUSE,GOOD,3,172.0,0,1.0,0.0,315.0,3.0,0.0,0.0,Roeselare,Other
320000,1853,APARTMENT,APARTMENT,AS_NEW,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Grimbergen,Flemish Brabant
215000,1000,APARTMENT,APARTMENT,GOOD,2,55.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Saint-Josse-ten-Noode,Brussels Capital
215000,4000,APARTMENT,APARTMENT,GOOD,2,94.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Liège,Liège
315000,2600,APARTMENT,APARTMENT,GOOD,3,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
265000,2500,APARTMENT,APARTMENT,GOOD,2,100.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Lier,Antwerp
135000,6760,HOUSE,HOUSE,TO_RENOVATE,3,120.0,0,1.0,0.0,480.0,2.0,0.0,0.0,Virton,Luxembourg
265000,9600,APARTMENT,APARTMENT,GOOD,2,95.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Renaix,East Flanders
495000,8400,APARTMENT,APARTMENT,GOOD,3,150.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
250000,3840,HOUSE,HOUSE,GOOD,3,179.0,0,1.0,0.0,134.0,2.0,0.0,0.0,Borgloon,Limburg
335000,8430,APARTMENT,DUPLEX,GOOD,2,115.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Middelkerke,Other
299000,9470,APARTMENT,APARTMENT,AS_NEW,3,120.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Denderleeuw,East Flanders
219000,2140,APARTMENT,APARTMENT,GOOD,2,92.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Antwerpen,Antwerp
829000,8620,APARTMENT,APARTMENT,GOOD,3,124.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Nieuwpoort,Other
170000,4430,HOUSE,HOUSE,GOOD,3,110.0,0,0.0,0.0,219.0,4.0,0.0,0.0,Ans,Liège
385500,9940,APARTMENT,APARTMENT,AS_NEW,3,145.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Evergem,East Flanders
289000,2650,APARTMENT,APARTMENT,JUST_RENOVATED,1,64.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Edegem,Antwerp
139000,9500,HOUSE,HOUSE,GOOD,3,92.0,0,0.0,0.0,38.0,2.0,0.0,0.0,Geraardsbergen,East Flanders
239000,3980,HOUSE,HOUSE,GOOD,3,119.0,0,1.0,0.0,357.0,3.0,0.0,0.0,Tessenderlo,Limburg
135000,9600,APARTMENT,APARTMENT,GOOD,2,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Renaix,East Flanders
169000,4100,APARTMENT,APARTMENT,GOOD,2,83.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Seraing,Liège
195000,9700,APARTMENT,APARTMENT,GOOD,2,121.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oudenaarde,East Flanders
399000,8000,HOUSE,HOUSE,AS_NEW,3,184.0,0,1.0,0.0,117.0,4.0,0.0,0.0,Brugge,Other
365000,8950,HOUSE,HOUSE,AS_NEW,3,150.0,0,0.0,0.0,286.0,3.0,0.0,0.0,Heuvelland,Other
168000,2000,APARTMENT,FLAT_STUDIO,GOOD,1,39.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
179000,2170,APARTMENT,APARTMENT,JUST_RENOVATED,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
145000,4020,APARTMENT,APARTMENT,TO_RENOVATE,2,81.0,0,0.0,0.0,0.0,3.0,0.0,1.0,Liège,Liège
174000,1755,APARTMENT,LOFT,GOOD,1,101.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gooik,Flemish Brabant
234000,8400,APARTMENT,APARTMENT,GOOD,2,70.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Oostende,Other
275000,2600,APARTMENT,APARTMENT,GOOD,2,104.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
174000,2140,APARTMENT,APARTMENT,GOOD,1,64.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Antwerpen,Antwerp
351235,8670,HOUSE,HOUSE,GOOD,3,100.0,0,0.0,0.0,195.0,3.0,0.0,0.0,Koksijde,Other
405000,2350,APARTMENT,APARTMENT,GOOD,2,112.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Vosselaar,Antwerp
699000,9000,HOUSE,APARTMENT_BLOCK,TO_RENOVATE,3,250.0,0,0.0,0.0,68.0,3.0,0.0,0.0,Gent,East Flanders
259000,2910,HOUSE,HOUSE,TO_RENOVATE,2,116.0,0,1.0,0.0,550.0,3.0,0.0,0.0,Essen,Antwerp
295000,8730,APARTMENT,DUPLEX,AS_NEW,2,125.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Beernem,Other
240000,8370,APARTMENT,APARTMENT,GOOD,2,86.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Blankenberge,Other
259000,9160,APARTMENT,SERVICE_FLAT,GOOD,2,87.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Lokeren,East Flanders
129000,4040,APARTMENT,APARTMENT,GOOD,1,90.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Herstal,Liège
215000,5500,APARTMENT,APARTMENT,JUST_RENOVATED,2,180.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Dinant,Namur
209000,9280,APARTMENT,APARTMENT,GOOD,2,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Lebbeke,East Flanders
299000,9000,APARTMENT,APARTMENT,GOOD,2,86.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Gent,East Flanders
295000,8370,APARTMENT,APARTMENT,GOOD,2,91.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Blankenberge,Other
220000,6250,HOUSE,HOUSE,GOOD,2,111.0,0,0.0,0.0,299.0,3.0,0.0,0.0,Aiseau-Presles,Hainaut
195000,6900,APARTMENT,APARTMENT,AS_NEW,2,111.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Marche-en-Famenne,Luxembourg
245000,3582,APARTMENT,APARTMENT,GOOD,1,77.0,0,1.0,0.0,0.0,3.0,0.0,1.0,Beringen,Limburg
565000,1000,HOUSE,APARTMENT_BLOCK,AS_NEW,3,225.0,0,1.0,0.0,117.0,2.0,0.0,0.0,Saint-Josse-ten-Noode,Brussels Capital
115000,8370,APARTMENT,APARTMENT,TO_RENOVATE,1,50.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Blankenberge,Other
419000,2000,HOUSE,APARTMENT_BLOCK,TO_RESTORE,3,250.0,0,0.0,0.0,59.0,1.0,0.0,0.0,Antwerpen,Antwerp
145000,5500,APARTMENT,APARTMENT,GOOD,2,81.0,0,0.0,0.0,0.0,2.0,0.0,0.0,Dinant,Namur
279000,8940,HOUSE,HOUSE,GOOD,4,182.0,0,1.0,0.0,335.0,3.0,0.0,0.0,Wervik,Other
339000,2800,HOUSE,HOUSE,GOOD,4,123.0,0,1.0,0.0,109.0,2.0,0.0,0.0,Mechelen,Antwerp
309600,8510,HOUSE,HOUSE,GOOD,3,155.0,0,1.0,0.0,140.0,3.0,0.0,0.0,Kortrijk,Other
299000,2850,APARTMENT,APARTMENT,GOOD,3,100.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Boom,Antwerp
275000,1150,APARTMENT,APARTMENT,GOOD,1,73.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Woluwe-Saint-Pierre,Brussels Capital
389000,8301,APARTMENT,APARTMENT,GOOD,2,90.0,0,0.0,0.0,0.0,2.0,0.0,1.0,Knokke-Heist,Other
179645,8800,APARTMENT,APARTMENT,GOOD,2,79.0,0,1.0,0.0,0.0,2.0,0.0,1.0,Roeselare,Other
